GSSCode,AccomType2011,Ethnic2011,HouseholdComp2011,Soecono2011,Tenure2011,Income2011,Qualification2011,Depriavation2011,Umemploy2011,HousingPrice2011,ChangAccomType,ChangeEthnic,ChangeHousehold,ChangeSoecono,ChangeTenure,ChangeIncome,ChangeQualification,ChangeDepriavation,ChangeUmemploy,ChangeHousingPrice
E01003622,34.01,50.35,59.8,86.16,35.65,31720,27.7,46.67,11.64,220000,5.27,16.97,-1,-6.33,-2.65,18.62,9.81,10.57,-0.6,99.77
E01003623,34.3,51.2,53.99,84.76,35.11,31340,25.6,46.35,12.55,206000,2.97,19.82,-13.75,0.58,5.88,15.8,7.77,3.8,-2.46,121.8
E01003624,24.73,53.67,64.72,90.02,41.22,33150,25.7,38.09,9.22,204000,-1.71,23.26,-3.9,0.02,1.63,18.68,5.83,8.43,-1.28,112.22
E01003625,39.22,46.39,48.06,82.6,34.74,32600,28.8,36.73,11.7,190000,8.24,7.07,-4.26,-8.22,-2.83,16.87,5.49,8.13,1.19,73.71
E01003626,21.58,29.18,46.44,83.69,26.12,34380,34.4,31.48,7.34,232500,8.17,-3.4,-1.77,-5.97,1.38,27.26,14.16,8.16,-1.46,112.09
E01003627,26.35,31.59,48.49,83.7,31.38,33700,31.8,29.72,10.6,245000,10.13,-4.42,-7.99,-1.75,-3.68,21.98,11.17,1.74,0.31,112.58
E01003628,17.77,32.44,44.03,82.6,27.55,33690,35.4,28.57,9.31,236250,5.11,-3.63,-11.01,-5.88,1.16,19.63,12.27,5.15,0.17,117.74
E01003629,41.79,30.43,51.15,80.07,25.32,32300,29.9,32.74,10.75,134000,13.48,-4.8,-2.15,-8.2,-5.91,22.63,5.46,7.88,-0.63,77.78
E01003630,22.31,49.13,59.33,85.87,40.4,31730,28.6,41.9,8.6,217750,-2.81,21.65,-5.64,-5.13,6.72,18.04,1.19,7.19,-4.9,105.91
E01003631,27.08,52.35,56.63,90.07,33.68,33060,33.6,36.83,9.84,191500,3.47,29,7.39,-1.37,-1.02,22.12,8.62,-0.55,0.36,137.34
E01003632,21.37,53.42,58.49,87.37,37.68,33470,28.7,33.11,7.85,227500,10.24,25.17,-10.43,2.04,6.03,15.22,4.06,0.67,1.28,111.14
E01003633,11.1,44.15,53.58,84.76,9.9,30120,23.9,58.54,14.27,175000,-1.11,20.74,-6.48,0.64,-0.08,20.14,6.64,-6.75,1.25,52.67
E01003634,26.33,49.5,70.06,89.2,21.1,31120,26.5,51.82,11.81,234625,3.5,22.78,-0.13,2.59,5.12,27.42,11.65,-4.94,-1.69,151.61
E01003635,30.7,45.11,54.43,87.61,38.51,35500,33.3,36.49,6.71,250000,10.53,16.66,-10.2,-4.3,-1.48,21.28,7.6,6.45,-2.33,107.47
E01003636,16.33,48.06,62.19,85.17,36.93,32060,27.9,49.55,11.21,240000,-0.8,22.9,0.03,-4.23,7.33,19.37,5.73,-1.65,-1.97,168.16
E01003637,30.04,48.05,58.91,88.17,41.8,33580,35.4,42.15,8.54,224000,10.43,20.43,-11.35,-2.84,-1.78,16.33,11.5,3.61,-2.28,102.37
E01003638,29.13,20.4,75.76,82.49,35.55,36190,26.2,19.57,8.83,306000,9.02,16.12,10.2,0.87,12.15,4.88,9.91,-0.66,2.66,108.43
E01003639,32.68,28.73,71.92,90.19,39.54,35120,27.7,27.29,8.51,239000,-0.79,20.97,0.97,5.69,9.45,13.22,9.22,-1.78,2.68,86.76
E01003640,26.33,27.78,64.92,81.42,23.32,37460,30.9,18.85,5.49,243000,3.47,21.27,-5.11,2.45,4.69,6.71,10.48,7.09,1.7,84.09
E01003641,30.07,37.78,60.35,85.75,25.86,37680,34.8,15.06,7.44,271000,4.08,25.37,-2.29,-0.01,4.08,8.68,12.59,-7.9,2.4,84.79
E01003642,27.22,37.82,67,86.17,34.49,35530,29.9,23.9,8.67,249999,0.44,23.59,-7.4,0.48,7.39,6.03,7.67,-1.85,3.73,96.75
E01003643,26.32,28.62,65.72,83.55,21.62,37500,32.3,16.22,6.6,285000,2.49,21.33,-3.61,4.09,4.46,6.31,12.56,6.14,1.31,98.09
E01003644,8.59,36.05,61.55,77.98,20.86,38120,34.7,14.02,7.4,283000,2.51,20.49,0.8,-0.07,5.39,10.41,11.51,-3.12,3.92,90.81
E01003645,27.45,37.77,52.78,75.07,29.75,37850,37.4,22.13,6.75,224000,7.73,25.33,-9.54,-7.99,8.58,11.14,14.86,3.95,1.32,93.42
E01003646,35.63,42.57,66.01,83.99,28.35,36810,35.1,18.18,8.29,265000,3.14,24.75,-1.42,-2.69,7.97,5.43,10.64,1.82,2.24,105.19
E01003647,21.78,34.53,69.6,71.7,25.22,39070,38.1,15.11,7.5,317125,15.33,15.37,-0.29,-7.59,9.04,10.95,15.04,2.34,3.61,111.95
E01003648,25.57,16.33,70.05,69.81,14.37,41360,32.1,8.24,4.75,250000,1.07,11.67,9.6,1.92,0.76,9.66,12.51,1.64,0.27,35.14
E01003649,28.29,28.96,62.34,74.44,20.86,40930,36,11.29,6.3,398000,1.59,20.99,3.64,-1.64,2.5,9.25,15.55,-3.95,2.62,110.03
E01003650,36.43,26.01,76.19,83.63,32.38,36760,30.4,17.96,7.26,237500,1.76,18.64,8.79,4.99,2.74,7.53,10.72,-1.67,2.48,106.07
E01003651,25.9,31.23,57.33,73.16,16.69,40090,35.6,12.23,7.47,302275,0.5,17.22,3.18,-2.2,2.33,6.85,11.31,5.8,3.38,98.29
E01003652,15.59,35.96,56.3,73.5,19.6,40750,38.4,11.3,5.45,278000,3.89,24.91,0.82,2.66,4.66,8.25,13.83,2.26,1.14,65.11
E01003653,41.05,46.75,64.72,79.48,26.16,37370,34.9,16.78,7.32,212500,10.37,28.44,-6.6,-3.69,0.45,7.19,10,1.19,0.95,74
E01003654,22.67,14.4,71.87,78.74,25.98,39130,34.8,19.05,5.21,282500,3.14,9.72,-4.85,-0.4,5.25,14.67,16.3,-1.63,-0.38,92.34
E01003655,25.95,9.42,66.83,68.31,23.44,41150,38.6,9.8,5.78,310000,1.94,6.27,6.34,2.54,5.15,8.29,13.89,1.96,3.11,92.47
E01003656,34.04,8.16,72.49,84.81,37.44,35250,23.8,28.86,7.79,265250,1.52,4.49,-1.18,-2.33,5.23,10.86,9.93,0.06,1.59,97.12
E01003657,42.99,7.69,70.49,76.01,26.13,38050,27.7,14.54,6.57,250000,0.64,4.63,8.05,1.26,4.55,7.11,10.67,-0.78,2.17,88.5
E01003658,29.36,21.76,66.82,88.16,43.12,35790,26.9,25.59,8.46,260000,2.18,14.24,-6.47,-1.68,9.79,9.77,7.58,-4.16,2.39,79.54
E01003659,11.24,12.53,62.79,80.29,16.51,39210,28.3,13.3,5.93,250000,2.76,9.2,0.62,3.89,3.44,10.38,11.24,3.3,2.79,97.53
E01003660,19.12,5.45,61.93,73.66,18.23,41270,29.8,8.85,4.68,300000,1.88,3.01,6.9,1.65,4.07,10.74,9.85,1.79,1.95,84.33
E01003661,25.21,29.15,68.14,87.04,23.28,36880,28.2,16.77,7.8,233000,5.72,23.85,4.84,11.28,8.36,11.38,16.18,2.84,2.37,86.19
E01003662,29.38,36.83,59.95,90.06,29.91,34120,29.2,25.53,7.69,142000,3.65,28.53,1.86,8.62,8.78,3.45,10.96,4.55,2.16,90.61
E01003663,24.92,17.47,66.06,82.17,19.92,34860,20.6,17.4,8.19,233500,2.22,14.26,7.42,19.95,3.3,5.6,7.1,6.2,4.34,85.23
E01003664,23.36,23.07,64,87.1,22.92,37370,27.9,13.27,7.57,246000,2.68,19.11,9.06,11.73,7.58,8.21,13.63,1.56,5.58,98.49
E01003665,15.63,27.44,56.39,83.73,16.75,37510,28.3,11.3,5.56,235000,3.34,22.19,-2.43,8.46,1.24,10.87,13.47,-0.27,2.12,92.62
E01003666,21.71,37.66,47.48,82.53,32.68,35230,31.1,25.41,9.87,136000,1.66,30.58,-0.82,8.88,14.92,2.14,11.15,8.15,5.16,91.89
E01003668,36.08,9.24,57.84,53.06,27.15,43960,48.6,12.49,4.79,250000,-3.41,4.61,-0.21,-8.31,2.4,10.59,8.54,3.4,1.06,89.59
E01003669,43.59,6.41,52.56,52.98,21.94,46450,48.4,8.5,2.45,391000,1.46,3.25,-2.08,-9.07,5.43,13.68,13.01,3.36,-0.63,154.72
E01003670,30.7,8.4,62.77,66.29,31.48,44750,40,12.33,5.89,410000,2.04,4.87,0.36,-2.2,7.04,12.12,13.94,-0.84,1.89,77.14
E01003671,16.43,6.91,51.87,61.64,13.54,46410,40.5,3.92,3.33,449995,0.49,4.12,4.65,-5.24,0.89,11.19,14.17,1.07,2.12,105.66
E01003672,11.56,13.26,60.34,64.65,46.96,39730,41.6,19.08,7.29,252500,-2.5,4.05,10.42,38.38,8.94,4.56,22.38,11.23,3.42,111.87
E01003673,41.39,9.94,50.63,47.86,30.44,44650,52.3,10.58,4.03,307000,4.55,5.48,-7.98,-18.26,11.16,9.27,15.53,3.82,1.05,92.48
E01003674,18.22,13.82,46.39,53.06,27.06,43670,49.2,13.78,4.46,249995,-10.75,9.3,-7.24,-9.19,-3.47,13.63,12.45,0.83,-0.45,116.33
E01003675,29.7,36.25,58.61,74.49,25.02,39680,37.9,16.8,7.37,309000,3.53,19.66,-10,-3.3,6.05,4.89,9.78,4.48,2.46,102.62
E01003676,20.49,31.82,54.84,74.99,21.15,41380,36.4,15.93,7.55,345000,0.43,14.34,-6.61,-4.56,2.74,9.97,10.03,1.07,3.79,104.6
E01003677,12.74,32.36,62.34,72.84,17.13,40530,31.4,12.53,6.66,325000,-2.23,20.61,0.01,-4.49,1.53,2.62,7.94,6.18,2.47,72.64
E01003678,11.45,35.37,56.74,72.11,18.64,42580,36.8,14.16,4.44,350000,-1.73,26.66,2.27,-4.06,2.29,11.25,14.55,4.68,1.34,97.01
E01003679,11.04,29.07,62.25,73.67,14.77,40960,34.9,10.12,7.39,333250,0.8,20.42,0.93,-2.35,1.6,6.23,14.52,2.52,3.96,82.23
E01003680,16.83,27.77,53.09,76.66,15.09,40660,28,11.85,5.64,320000,0.8,18.89,0.65,1.8,3.36,3.31,6.63,6.62,2.44,76.01
E01003681,33.74,35.06,69.69,81.29,35.32,37320,31.3,17.99,6.57,275000,-0.49,24.66,2.23,0.03,7.11,1.15,9.39,1.45,1.83,99.1
E01003682,14.92,34.75,52.84,77.02,17.34,41160,35.9,12.53,5.13,323000,1.05,18.57,-0.27,-0.92,2.94,6.67,8.75,3.77,0.68,88.06
E01003683,17.58,41,54.46,85.9,28.72,30090,26.7,29.41,11.39,225000,7.98,5.36,-4.78,-1.31,2.74,7.72,9.98,-3.73,1.45,103.27
E01003684,15.89,41.11,55.58,88.04,31.38,31210,27.5,24.76,10.25,225000,7.11,3.43,-4.31,-2.01,9.29,5.39,5.6,-2.28,1.76,89.77
E01003685,20.19,31.13,59.73,83.27,28.02,29940,29.2,27.73,9.23,215000,5.3,-1.49,1.22,-4.29,2.77,9.6,9.06,-0.54,0.34,88.49
E01003686,28.34,33.91,56.99,90.47,29.72,31020,29.1,37.15,9.19,250000,8.3,7.04,-2.79,4.59,3.26,11.66,8.99,2.17,0.67,151.89
E01003688,40.64,27.95,59.48,89.34,35.02,30840,30.2,34.65,9.49,295000,5.05,-0.93,-0.54,6.85,3.24,16.97,5.94,6.17,1.01,130.36
E01003689,35.6,34.83,58.6,86.73,34.46,29020,30.6,37.25,11.29,58000,4.08,8.2,2.53,-3.05,-3.14,13.15,8.47,8.28,2.57,-51.62
E01003690,41.02,33.25,72.56,80.08,27.84,37030,36.7,22.21,8.79,214500,-9.62,18.46,0.29,1.1,-0.65,2.37,9.91,5.62,2.15,26.36
E01003691,16.64,39.07,62,86.96,23.43,37100,36.5,17.3,11.13,331000,0.11,9.07,-0.76,2.1,0.05,5.1,5.78,1.26,6.35,134.86
E01003692,30.35,37.45,67.85,82.54,25.18,38950,38.1,15.75,8.07,323500,3,14.09,0.99,2.65,4.92,9.2,6.44,0.18,1.33,140.52
E01003693,14.33,37.67,58.26,75.74,19.17,41100,36.7,14.93,6.45,374995,0.79,16.81,0.8,0.46,5.26,8.08,4.76,3.43,2.16,85.87
E01003694,27.4,26.28,68.96,77.44,26.42,38470,36,14.6,6.75,325000,0.07,4.37,5.88,-1.63,6.83,7.14,7.24,3.1,1.45,89.99
E01003695,36.92,36.17,57.58,87.89,23.74,35570,37.4,20.4,11.75,175000,4.92,11.6,6,7.67,-0.35,5.1,3.64,-1.06,6.07,119.44
E01003696,25.69,37.92,61.78,71.36,22.16,37680,35.7,17.12,4.77,303750,7.49,18.87,-2.98,-6.94,1.11,10.08,9.59,-1.25,-2.72,83.88
E01003697,27.89,35.44,58.65,78.5,22.32,39330,41,18.27,7.35,360000,0.27,14.39,-10.09,-2.15,4.02,12.04,13.38,4.82,2.08,132.63
E01003698,16.21,8.71,66.8,79.58,19.36,38590,23.1,14.59,4.57,285000,0.46,5.13,11.62,-0.8,4.17,12.89,9.06,3.66,0.08,101.77
E01003699,39.23,8.42,71.01,79.17,21.28,37770,26.4,13.78,4.46,206000,-0.76,5.77,8.57,2.48,3.62,13.75,10.94,2.38,-0.68,68.42
E01003700,34.27,14.47,72.82,85.84,30.13,36160,25.1,23.4,6.1,268000,12.28,10.51,5.57,1.69,6.98,8.88,11.51,-1.21,0.18,62.58
E01003701,27.57,23.65,70.63,85.88,27.54,36420,25.8,17.02,7.2,250000,4.44,17.3,-3.59,8.43,3.95,10.15,9.42,0.45,1.31,73.46
E01003702,31.44,11.55,60.29,82.29,27.95,35610,25.6,20.42,6.19,175000,3.12,8.84,6.88,4.56,5.54,10.34,11.44,3.98,1.68,82.06
E01003703,40.5,11.23,63.17,79.03,26.71,40240,28.6,18.58,6.81,367500,11.77,7.73,-7.97,-1.24,4.52,11.64,16.19,-3.02,1.38,41.81
E01003704,26.25,13.01,74.4,90.89,37.06,34970,22.2,23.26,9.3,237000,6.64,9.67,10.88,5.7,10.64,9.24,8.95,4.87,3.64,100.95
E01003705,33.33,18.76,67.69,86.68,28.64,36730,27.3,20.39,6.36,250000,0.99,13.84,-0.98,11.43,7.92,6.59,11.55,4.89,2.42,63.8
E01003706,28.81,20.35,70.88,83.7,27.23,34940,25.7,18.26,8.45,202497.5,-1.17,16.09,1.65,8.84,5.9,12.66,8.81,-0.03,2.04,115.28
E01003707,10.34,24.97,67.05,82.68,21.16,36800,28.1,15.42,8.53,280000,2.03,19.35,-1.07,1.26,4.4,7.37,12.65,4.76,3.03,61.38
E01003708,25.17,23.47,74.86,92.14,38.86,32250,22.1,36.09,13.44,180000,3.14,16.66,-0.38,8.75,5.98,10.34,10.12,0.79,5.67,92.77
E01003709,5.52,18.27,70.23,78.37,18.7,37110,28.9,12.86,5.56,265000,0.3,13.94,10.38,5,3.06,10.74,12.6,3.81,1,69.74
E01003710,24.64,23.09,69.86,82.79,16.33,36420,28.8,12.58,5.37,300000,1.26,15.01,3.48,4.28,1.88,1.6,10.3,3.89,2.4,60.32
E01003711,29.72,19.73,72.64,82.39,29.88,36040,26.3,17.24,6.46,283500,1.59,16.13,2.19,10.08,5.78,8.15,12.71,1.81,1.54,68.5
E01003712,25.89,24.05,68.29,90.85,42.56,31800,23.7,30.31,11.28,350000,1,17.02,-0.7,3.88,2.69,5.19,9.94,-28.01,3.56,139.62
E01003713,28.42,36.29,59.99,88.86,25.91,35040,31.2,20.58,9.72,270000,8.11,15.61,-4.22,2.1,8.85,1.13,6.46,-1.09,4.48,80.3
E01003714,17.31,38.11,56.7,94.34,28.08,33180,27.3,22.32,8.66,222000,7.27,10.61,-3.89,2.67,7.06,6.41,2.79,-4.04,-1.3,88.54
E01003715,30.28,36.8,56,88.46,27.94,33800,31,27.43,8.9,250000,11.01,12.21,-2.28,-0.99,8.52,2.98,6.19,1.5,1.77,82.73
E01003716,36.58,36.42,64.82,88.15,32.1,34720,32.1,24.3,9.17,320000,2.79,18.74,-3.54,0.41,4.41,6.71,6.05,1.22,3.28,167.78
E01003718,26.47,35.8,47.58,81.51,27.12,34200,36.3,21.4,10.16,222500,3.64,16.72,5.18,5.17,6.33,5.79,7.55,2.82,3.59,214.04
E01003719,51.09,43.28,66.33,85.88,27.65,34750,35.8,25.6,12.2,250000,13.61,20.47,1.93,-4.34,6.62,6.94,10.56,4.26,4.63,131.48
E01003720,34.85,9.25,69.15,84.53,41.76,30180,16.6,33.73,8.13,204500,2.2,7.06,0.12,10.57,8.68,8.52,6.69,-1.62,2.03,88.15
E01003721,18.65,15.95,75.61,84.33,29.88,34580,24.2,24.31,7.72,217000,2.68,12.63,4.16,8.13,8.23,13.6,10.59,-0.39,3.24,71.2
E01003722,28.69,10.18,76.39,92.85,32.91,31000,18.3,35.79,9.85,200000,2.1,7.58,5.94,13.62,6.18,11.7,6.82,-0.09,4.16,87.58
E01003723,23.82,9.49,69.67,90.06,31.09,30850,17.8,34.14,8.82,217500,1.24,7.47,-2,11.73,6.11,16.95,10.44,-4.79,3.2,98.75
E01003724,15.57,12.08,67.21,87.31,27.47,35430,26.5,18.92,6.04,269000,-0.29,9.15,0.74,5.9,6.19,11.76,8.91,-2.06,1.75,113.49
E01003725,25.85,9.87,63.88,91.27,36.86,32900,23.4,23.81,9.39,217500,1.98,6.8,-4.24,12.48,9.12,2.57,7.54,-1.15,3.16,112.32
E01003726,35.02,13.28,63.47,94.67,35.16,30340,21.1,39.94,10.95,213500,-0.19,10.8,-9.85,10.17,6.05,9.51,13.06,0.74,3.89,89.46
E01003727,20.59,7.07,67.53,92.56,32.86,31120,17.3,31.53,9.17,200000,4.02,5,-4.95,8.88,4.67,10.32,8.71,-3.11,2.96,84.48
E01003728,27.24,40.52,58.35,80.18,37.7,31000,40.4,32.52,12.07,193250,9.48,3.88,-8.63,-9.76,8.18,12.68,16.26,-0.62,-0.2,77.09
E01003729,41.74,34.16,59.82,86.47,36.39,27190,25.5,32.73,13.85,240000,20.18,-0.87,-2.69,-0.8,2.97,-3.37,4.76,-4.73,3.51,111.57
E01003730,21.35,32.17,48.25,85.16,28.97,29090,27.9,31.19,13.85,249995,8.82,2.78,3.55,-2.83,6.78,3.01,6.04,-2.29,4.76,113.56
E01003731,26.16,45.53,63.77,89.92,38.02,28970,28.6,28.61,11.32,243042.5,7.48,2.64,1.17,0.1,5.62,3.44,6.23,-2.37,2.37,114.02
E01003732,16.29,56.47,46.37,82.87,36.83,28600,29.7,28.07,18.52,143000,-0.84,24.42,-2.64,-1.22,10.22,-8.08,-0.04,-0.51,7.61,78.75
E01003733,25.96,37.35,56.37,78.61,28.55,29960,35.1,27.13,10.22,202500,17.07,2.59,-4.73,-10.42,6.23,-0.5,9.83,1.39,2.97,92.63
E01003734,24.33,37.57,58.05,88.46,31.41,30740,29.2,29.48,10.5,247500,9.49,3.26,1.77,-1.01,6.96,9.3,9.35,2.69,2.58,127.91
E01003735,21.42,55.02,55.6,81.62,39,27100,27.3,42.52,16.06,159500,-3.35,16.9,-7.57,2.25,-2.76,2.86,9.8,-12.38,4.64,144.44
E01003736,20.28,39.28,49.66,84.61,34.19,31290,32.8,25.13,12.92,217500,9.31,-1.17,-8.78,-2,14.17,-2.69,4.44,3.75,5.12,101.39
E01003737,25.25,29.11,67.31,78.21,23.9,37780,31.2,17.41,5.62,310000,0.73,15.89,-0.96,0.98,1.1,7.53,10.1,-0.44,0.25,65.07
E01003738,20.55,37.77,69.06,88.88,20.62,36540,27.8,16.87,6.78,276000,6.27,28.96,-1.48,11.7,5.21,2.04,8.97,4.47,2.05,86.02
E01003739,25.13,42.8,58.97,88.2,27.03,35610,32.9,19.44,9.22,250000,13.55,28.6,-8.05,1.5,7.61,6.92,14.91,-5.28,5.39,83.91
E01003740,33.01,35.55,68.85,84.97,24.06,35950,34,18.57,10.4,269000,2.38,15.52,-0.28,1.49,5.27,5.1,12.26,0.44,5,79.03
E01003741,23.65,27.35,72.71,84.07,26.43,34860,25.7,18.09,7.5,275000,4.65,21.44,5.88,8.09,4.5,3.82,11,5.96,3.67,107.94
E01003742,15.06,41.3,55.83,91.16,25.87,35180,29.6,20.63,8.81,242000,7.24,15.46,-4.77,0.89,8.08,4.85,5.18,0.81,3.05,101.04
E01003743,20.5,36.16,60.04,89.93,27.24,33400,27.1,24.34,9.82,230000,7.68,6,-0.31,-0.35,7.41,0.93,7.54,3.99,2.39,82.39
E01003744,39.02,5.11,68.4,58.4,17.92,46010,34.3,8.95,4.64,425000,2.42,2.6,1.48,-4.82,-0.13,13.12,12.1,1.01,-0.02,111.71
E01003745,15.28,6.94,48.35,56.22,13.19,52370,42.8,4.57,2.68,740000,1.18,3.81,-0.33,-2.12,-0.19,6.08,11.17,4.11,0.18,93.84
E01003746,37.16,4.91,60.31,53.07,17.91,46270,39.1,6.49,3.15,335000,-1.56,2.59,-3.15,-3.11,0.9,7.98,10.45,2.01,-0.43,45.26
E01003747,19.03,6.27,56.21,56.33,15.99,50710,44.5,6.02,3.4,685000,1.32,3.28,1.47,-1.11,1.67,6.05,10.59,4.16,1.25,99.93
E01003748,32.76,6.04,63.03,57.73,18.76,48610,43.5,8.32,4.16,500000,6.37,2.93,4.31,-2.49,2.81,1.79,7.37,5.62,0.12,88.86
E01003749,36.86,11.99,67.67,63.16,22.69,44790,44.4,12.11,4.66,311000,1.75,8.33,-0.62,2.05,3.06,6.96,7.83,2.45,1.54,94.07
E01003750,27.22,6.36,60.14,60.74,31.97,43140,42.2,17.31,3.1,300000,-1.61,3.41,3.32,-3.07,4.43,10.72,8.87,3.54,0.88,107.97
E01003751,33.29,39.33,62.25,85.61,28.27,35310,32.5,19.91,7.23,273000,5.1,22.07,-6.71,1.34,7.52,7.79,12.41,-2.42,1.97,104.78
E01003752,23.86,38.6,64.37,76.42,29.28,37380,39,15.9,7.3,304997.5,15.98,18.88,2.63,-1.62,13.65,4.98,12.69,4.53,2.42,105.39
E01003753,28.26,38.04,58.01,83.64,25.61,35060,33.6,18.75,8.65,202500,2.21,16.53,-10.7,3.1,2.77,8.33,7.58,-0.56,2.64,155.32
E01003754,31.12,37.53,63.62,79.81,25.49,35130,34.2,16.19,6.67,250000,5.63,17.36,6.41,-5.18,4.66,4.09,9.2,1.25,1.14,90.11
E01003755,13.41,34.41,45.11,83.01,21.66,36110,30,17.2,7.43,268000,5.59,14.09,-26.68,-2.6,3.71,9.87,8.78,-0.58,0.61,96.79
E01003756,17.92,39.79,52.73,88.77,24.56,35720,31.7,19.03,8.14,250000,5.08,15.55,-10.81,0.05,5.7,11.5,8.58,-2.22,1.63,95.6
E01003757,35.8,49.53,60.27,88.72,29.34,34200,31.3,24.61,7.97,191000,12.99,21.03,2.69,1.95,1.78,1.13,2.16,-4.56,1.07,69.51
E01003758,33.27,50.06,49.62,82.46,39.26,33880,33.1,33.91,12.44,148750,12.45,8.92,2.83,-4.85,-1.81,9.64,12.05,-7.64,3.5,21.06
E01003759,15.74,11.38,60.18,58.81,16.4,44330,40,8.6,3.49,422500,2.18,5.63,0.71,-11.97,2.93,14.33,9.92,2.91,0.93,115.84
E01003760,34.79,20.03,65.38,80.98,27.12,38460,33,23.1,8.15,182500,0.6,14.4,-1.39,-4.04,2.67,12.4,13.04,4.82,3.57,39.34
E01003761,5.66,36.34,52.27,87.63,17.24,31100,21.3,43.08,16.45,135500,1.28,20.92,0.86,2.32,4.52,11.25,6.65,-11.84,1.68,73.44
E01003762,33.73,8.32,59.76,65.35,24.33,41610,38.9,14.83,4.73,283500,1.88,5.24,0.18,-1.86,5.39,8.86,9.83,3.68,1.5,94.43
E01003763,17.4,25.22,69.04,75.24,18.33,39800,33.9,13.79,5.11,285000,0.04,18.97,5.88,2.28,2,9.2,15.38,5.64,1.35,76.74
E01003764,41.69,11.58,59.7,61.55,30.69,41380,45.3,18.18,6.25,337875,0.74,6.81,-5.79,-7.35,3.64,14.89,16.09,3.93,2.12,128.39
E01003765,35.5,10.44,59.08,57.12,22.79,43120,44.7,9.77,3.47,315000,3.64,5.97,-4.05,-12.06,3.55,14.93,12.05,2.59,-0.32,116.51
E01003766,22.59,36.32,56.68,89.15,25.86,33810,27,20.56,11.28,244000,7.81,15.18,-4.13,0,5.83,3.44,5.71,-3.52,6.4,106.23
E01003767,28.86,39.59,56.51,87.69,25.73,32940,31.7,29.88,9.07,246000,12.35,11.01,-0.44,-0.5,4.12,0.72,7.18,-0.21,1.37,110.82
E01003768,44.39,41.25,64.16,89.17,25.97,32930,30.4,29.44,11.56,179750,2.05,16.78,-2.37,-0.76,-3.84,10.97,7.17,1.27,2.41,162.36
E01003769,49.77,42.83,61.04,90.61,23.38,32800,30.8,28.93,12.81,245000,18.1,13.97,-5.67,2.57,-1.65,2.38,7.26,-2.64,3.46,171.79
E01003770,32.6,40.81,58.97,74.64,33.23,36540,34.4,18.9,7.13,285000,17.72,32.02,2.38,-1.64,17.18,4.98,9.56,-1.93,1.95,110.24
E01003771,39.39,38.7,60.1,89.53,33.02,34220,32.8,22.42,10.4,235000,11.18,17.16,-6.82,-0.12,9.1,2.85,8.22,0.68,2.77,117.14
E01003772,25.53,37.27,66.97,88.05,25.83,35450,32.2,18.82,8.82,249995,4.39,17.92,2.77,3.11,7.03,3.42,7.83,-2.34,3.22,89.21
E01003773,25.75,36.06,65.8,83.61,25.61,37330,33.2,19.36,8.41,265500,4.2,27.18,0.69,6.27,8.38,8.52,13.54,5.19,4.76,123.11
E01003774,29.2,9.31,45.7,47.4,29.8,44840,52.3,13.74,3.71,259000,-4.54,5.81,-0.07,-10.12,5.95,10.57,15.66,3.75,0.59,73.97
E01003775,31.06,18.09,68.38,50.3,24.58,44910,53.4,9.46,3.62,472500,0.78,10.57,-3.83,-9.97,2.32,10.08,11.35,3.23,0.71,188.11
E01003776,8.2,13.39,47.54,65.62,46.37,38610,38.5,28.07,6.23,214000,-0.04,7.86,-0.3,-3.01,0.67,9.18,7.94,-5.24,-1.83,52.45
E01003777,54.83,9.96,47.7,45.94,27.38,45540,57.6,11.05,4.71,276000,2.08,4.82,-2.81,-9.28,2.27,12.59,14.91,2.61,1.27,85.86
E01003778,33.4,11.6,56.94,47.18,29.61,43950,54.3,14.41,3.63,248000,-0.77,7.56,1.97,-9.88,2.36,13.04,13.04,4.51,-0.03,83.53
E01003779,33.33,10.02,53.48,59.7,30.66,42810,44.9,19.79,4.57,302000,3.1,4.13,-7.01,-10.88,3.29,13.26,10.32,3.87,0.58,112.4
E01003780,7.43,15.63,55.33,58.11,14.53,48740,47.7,5.9,3.88,603500,1.87,9.37,8.04,-2.65,1.05,9.07,13.82,2.95,1.85,110.19
E01003781,48.95,35.52,59.71,80.28,27.67,36240,37.9,23.05,9.4,181250,8.77,15.33,5.08,-0.89,-1.98,15.53,3.94,4.02,-1.4,81.71
E01003782,44.73,28.92,52.11,89.69,27.73,33520,32.6,25.27,10.07,240000,11.2,4.28,-4.84,2.6,-1.57,14.43,10.02,-6.9,0.21,197.08
E01003783,39.57,37.99,53.93,79.44,26.76,32270,34.1,45.51,15.79,145000,-4.23,8.35,3.19,-6.55,-2.74,8.67,6.15,2.35,7.07,76.56
E01003784,29.04,38.22,63.37,87.31,28.34,34910,35.9,20.7,10.75,250000,5.99,6.18,3.02,2.95,4.59,8.17,6.47,-5.65,1.67,95.69
E01003785,43.5,39.3,56.15,84.28,21.11,33570,38.6,36.32,11.12,175000,14.42,10.96,8.42,2.72,-7.25,10.63,5.99,-2.27,1.03,147.24
E01003786,12.85,40.06,56.08,78.28,22.09,38590,40.1,15.59,9.09,305000,4.11,20.58,1.59,2.23,4.87,9.41,10,0.69,3.92,103.25
E01003787,31.98,29.72,61.96,80.65,26.98,36290,37.2,19.54,9.09,271000,2.69,5.33,3.97,-0.35,4.45,4.8,4.48,2.78,3.62,93.14
