GSSCode,AccomType2011,Ethnic2011,HouseholdComp2011,Soecono2011,Tenure2011,Income2011,Qualification2011,Depriavation2011,Umemploy2011,HousingPrice2011,ChangAccomType,ChangeEthnic,ChangeHousehold,ChangeSoecono,ChangeTenure,ChangeIncome,ChangeQualification,ChangeDepriavation,ChangeUmemploy,ChangeHousingPrice
E01003453,18.37,18.96,63.79,94.59,40.72,32410,22.5,26.42,6.89,235000,2.08,13.65,-6.06,11.46,13.57,13.87,4.66,-0.16,2.69,101.28
E01003454,45.96,9.88,57.09,39.3,32.49,47620,61,7.71,2.63,384975,-1.39,3.85,4,-11.42,0.8,12.48,5.7,-2.01,-1.5,127.81
E01003455,24.43,15.01,44.91,47.92,25.88,42350,57.1,11.42,4.13,245000,-0.44,6.85,9.18,-3.97,-0.16,7.82,4.79,-1.6,1.29,76.11
E01003456,31.76,13.43,47.71,46.39,25.81,46700,60.8,14.31,4.93,371000,-14.91,6.89,-2.12,-8.78,-1.31,10.91,4.49,10.93,-0.46,73.07
E01003457,17.92,7.59,43.19,40.85,25.1,49820,66.9,4.73,3.02,640000,-1.94,2.24,-6.97,-6.71,5.34,9.76,9.53,2.9,0.08,130.99
E01003458,40.03,11.58,45.33,40.05,23.99,47420,64.6,6.47,2.28,380000,-0.57,2.79,-0.04,-7.38,2.69,9.12,5,2.95,-1.08,74.81
E01003459,31.57,14.39,53.96,59.45,36.81,41540,50.6,17.36,5.32,283000,-1.23,8.06,-1.66,-10.61,-0.1,6.97,7.33,-1.66,0.42,62.38
E01003460,51.77,5.87,58.32,50.16,33.92,59890,59.1,10.63,3.51,1025000.5,-2.53,1.01,0.07,-1.94,-1.14,32.66,7.11,7.4,-0.45,166.24
E01003461,62.57,5.93,50.04,38.87,23.3,53050,71,3.88,2.45,847500,1.06,0.3,-1.34,-3.28,-3.85,9.82,3.81,2.4,-0.67,184.05
E01003462,39.84,7.71,62.71,49.59,26.11,56160,60.8,6.18,3.3,800000,-1.15,0.3,1.12,-5.31,0.74,14.4,4.83,5.04,-0.34,77.78
E01003463,18.4,12.27,59.28,52.59,19.23,58820,58.7,2.68,3.29,937500,-2.93,3.64,6.14,1.78,-0.27,17.22,4.24,1.58,0.91,74.41
E01003464,37.37,11.97,61.81,48.59,21.21,57740,56.9,5.92,3.28,1155000,1.27,1.29,-2.27,-2.43,-0.9,17.29,0.77,5.16,0.1,130.14
E01003465,20.71,7.32,57,45.03,17.39,69230,66.4,6.23,1.92,1925500,0.91,0.63,3.25,-0.82,0.59,20.95,7.08,6.04,-0.42,167.55
E01003466,16.56,9.91,63.6,62,18.22,43860,46,3.45,3.99,347500,1.66,2.85,-2.6,-7.41,3.66,11.32,9.74,0.31,0.76,80.35
E01003467,22.32,8.97,58.11,60.61,22.37,44320,46.9,5.98,3.31,265000,3.72,3.26,-2.78,-7.97,4.22,12.48,9.3,-2.61,-0.48,30.78
E01003468,11.7,8.03,61.7,63.93,17.6,43800,42.5,4.01,4.44,328500,0.03,3.42,2.38,-4.15,2.25,14.01,11.47,1.57,1.76,87.07
E01003469,33.71,20.76,60.51,82.05,26.6,38820,35.1,12.75,6.64,246875,4.49,9.79,-2.2,0.48,6.13,11.89,7.81,3.81,3.25,103.65
E01003470,26.41,16.89,60.84,75.92,23.47,41300,38.1,8.1,4.08,310000,-3.51,8.75,-1.05,1.02,5.9,10.99,6.88,2.41,1.32,95.28
E01003471,43.64,12.03,67.11,64.35,30.67,41560,43.1,7.71,5.05,380000,1.03,5.88,-4.61,-3.83,2.62,6.99,2.4,2.31,2.75,128.23
E01003472,4,6.37,44.14,39.78,17.75,52920,66.9,3.01,2.85,628750,1.25,-0.37,-8.4,-10.11,0.51,12.99,8.41,1.72,0.04,96.6
E01003473,27.04,12.16,53.12,46.79,23.82,50500,59.9,5.22,2.82,585000,1.31,1.59,-3.98,-10.23,1.38,10.25,7,2.23,-0.65,146.19
E01003474,39.42,7.01,45.98,48.24,23.16,60810,67.8,3.61,2.86,1210000,5.77,-0.3,-0.5,1.12,-0.99,13.05,3.86,3.46,0.56,100.21
E01003475,19.58,15.88,50.05,52.19,39.99,43050,53.7,14.49,4.49,250000,-7.04,6.91,-13.59,-15.15,12.17,4.65,9.14,-0.19,-0.08,32.93
E01003476,41.83,11.91,53.74,61.31,40.45,48320,52.1,14.12,3.41,745500,-2.92,2.95,1.06,-2.09,10.54,15.9,2.5,1.59,-2.05,215.22
E01003477,42.68,9.08,54.4,50.35,25.46,48590,62.2,9.63,2.76,525000,1.94,1.68,2.9,-5.52,0.74,14.01,8.52,4.08,0,149.85
E01003478,14.63,8.09,47.7,42.94,21.81,50370,60.1,4.82,1.76,570750,1.15,1.1,-16.31,-15.09,2.1,14.35,10.53,-0.47,-0.55,126.49
E01003479,36.17,27.13,54.69,88.82,31.09,34650,29.6,38.66,10.12,165000,5.86,7.54,9.75,-2.99,-1.86,13.83,3.47,9.86,1.22,98.2
E01003480,38.99,36.36,56.82,63.24,44.29,34010,23.6,36.57,6.86,235000,2.47,15.36,-4.23,-25.99,10.07,16.1,0.58,-7.96,-2.9,98.31
E01003481,33.17,32.32,68.24,67.51,38.27,33360,24.6,34.29,8.44,227500,1.3,19.52,7.48,3,0.37,19.22,7.15,-1.55,-0.9,115.64
E01003482,14.5,45.95,52.37,81.51,32.01,36760,39.7,36.62,8.5,250000,-15.81,20.97,7.79,-0.23,-2.1,17.33,8.95,6.71,-0.33,121.11
E01003483,34.11,45.95,66.36,90.75,35.49,32850,23.3,45.37,10.3,272500,-2.2,19.34,9.11,7.07,-4.6,22.77,2.18,-7.94,-1.31,243.31
E01003484,30.93,38.25,56.41,86.22,25.02,35500,32.2,26.25,8.25,223250,-0.39,12.79,9.23,6.65,-2.41,10.96,6.68,2.47,1.16,156.43
E01003485,43.02,36.66,61.94,88.56,30.91,35700,27.5,33.74,8.19,222497.5,-1.57,16.35,10.45,-2.03,-4.99,16.31,-0.2,11.14,-0.21,126.75
E01003486,28.69,36.29,63.14,84.51,7.89,29480,19.8,62.31,15.88,188000,-1.42,10.55,7.94,7.74,-6.52,16.43,4.42,-7.56,-0.97,132.1
E01003487,31.28,39.04,50.69,89.56,16.4,31410,20.8,53.86,13.93,210000,0.82,11.29,0.56,10.78,-5.59,23.21,5.26,-6.32,-3.67,118.89
E01003488,17.88,52.57,61.27,88.9,30.03,29240,22,56.62,15.72,159997.5,0.34,22.35,2.88,5.89,4.98,20.57,6.67,-7.72,1.85,48.66
E01003489,30.43,44.88,55.81,85.39,37.66,28280,25.5,52.61,13.15,180497.5,5.53,6.5,-10.06,8.55,1.76,20.2,9.96,4.51,-2.15,71.7
E01003490,34.59,43.58,50.95,84.28,35.02,30430,29.2,42.63,11.76,206500,9.33,4.78,-16.46,-2.72,-5.41,17.13,9.24,5.32,1.06,104.33
E01003491,42.01,37.94,55.62,83.12,39.04,29840,32.8,47.53,10.13,170000,9.98,-2.39,-9.4,-2.1,-6.91,23.43,10.45,2.96,2.76,117.62
E01003492,22.53,47.31,51.77,86.85,29.43,33470,28.6,36.19,10.3,220000,9.88,13.22,-17.99,-2.15,-0.68,18.91,8.85,8.45,3.65,92.98
E01003493,36.87,49.9,58.32,86.22,35.31,32910,29.5,43.44,9.32,226000,9.06,16.11,-13.02,0.43,-5.34,25.81,10,2.85,-2.62,142.98
E01003494,12.16,53.03,57.79,91.13,28.28,35440,31.3,30.62,6.61,199995,4.64,34.97,-8.84,3.98,5.55,21.99,10.94,2.34,-1.24,102.27
E01003495,10.64,46.68,56.87,87,23.21,37090,30,26.09,6.95,228500,5.65,37.75,-6.88,5.76,1.94,20.65,11.13,4.43,1.13,107.74
E01003496,12.75,44.69,48.18,84.84,37.62,32870,34.4,44.47,11.85,204250,0.94,21.97,8.22,-1.78,9.92,17.09,4.39,-5.92,-1.94,122.47
E01003497,29.17,27.87,68.06,84.92,34.06,29930,20.3,43.76,11.44,206250,6.21,14.05,-0.75,-1.81,3.05,18.82,5.69,-5.09,-1.18,131.42
E01003498,22.27,40.61,61.66,86.2,36.24,30440,26.8,42.54,12.44,168500,0.49,24.45,7.11,-4.44,3.28,12.07,6.82,-13.04,-0.14,94.8
E01003499,24.88,36.98,66,86.02,29.83,27600,20.6,57.64,13.91,125000,4.85,23.5,3.82,6.63,5.73,14.35,5.57,-15.56,0.29,40.85
E01003500,35.24,33.72,64.39,86.9,41.34,31860,24.3,55.21,14.53,240000,3.92,20.1,-3.14,-4.18,6.13,24.66,5.89,-10.57,1.78,116.7
E01003501,31.2,42.49,64.68,82.52,37.64,29270,19.8,47.97,12,191500,8.11,26.94,-3.71,-9.84,6.86,11.03,2.93,-3.91,3.8,97.94
E01003502,31.33,37.38,61.92,80.98,34.72,29290,23.6,55.34,12.23,182500,3.92,18.53,1.77,-6.31,5,19.06,6.14,-3.26,1.82,130.47
E01003503,8.65,33.33,60.49,83.9,23.78,28870,24.2,65.93,17.77,155000,-3.74,18.83,1.15,7.53,14.27,36,9.75,-9.02,-1.41,95.28
E01003506,24.8,29.92,70.05,87.48,20.62,29510,21.4,41.77,11.06,137000,0.58,17.45,-0.28,4.07,5.7,23.87,5.64,-9.56,-0.97,35.48
E01003507,38.95,35.29,62.05,90.52,44.13,30930,24.7,49.16,11.06,180000,10.92,24.8,6.09,3.45,0.22,20.5,8.41,-1.35,-0.12,98.07
E01003508,35.32,38.82,63.25,84.12,35.76,30320,23.1,54.98,12.71,190500,11.46,28.47,3.56,-3.56,2.13,23.14,6.31,-4.11,2.57,135.55
E01003509,42.94,23.87,59.56,89.01,13.04,30040,20.8,44.85,11.28,138000,7.55,14.69,7.92,0.51,-6.43,24.3,5.44,-0.19,0.58,103.88
E01003511,19.61,26.17,60.81,83.64,28.59,29790,20.2,62.13,15.3,184000,4.44,13.49,-8.32,1.84,13.8,23.65,7.09,-10.88,0.95,72.5
E01003512,29.61,28.36,68.15,86.51,35.85,30910,19.7,52.86,9.27,182500,6.65,19.55,0.52,-3.25,0.27,18.09,3.46,-6,-1.02,90.48
E01003513,36.13,34.45,54.95,85.56,27.43,36820,31.9,33.15,7.72,239000,1.32,19.45,6.82,4.32,0.46,6.52,1.39,10.4,2.8,145.79
E01003514,30.12,25.12,65.99,86.8,36.73,30820,21.7,46.37,12.83,182500,2.74,15.71,4.63,-1.92,2.66,11.46,1.94,-10.86,2.71,86.22
E01003515,13.36,30.82,58.99,89.99,34.65,30300,24.3,50.98,12.43,137500,-4.41,19.15,11.32,-1.13,10.97,15.44,5.23,-3.94,-0.09,57.14
E01003516,37.89,33.5,61.41,82.87,35.58,31040,19.9,59.91,14.04,180000,5.17,14.7,2.38,-3.26,6.19,18,2.99,-8.15,1.06,108.47
E01003517,31.16,30.93,63,87.41,45.01,31500,23,59.65,10.04,191000,7.18,19.95,-1.67,-4.31,6.23,14.79,7.1,0.64,-1.45,103.87
E01003518,35.97,36.18,57.82,87.64,30.52,35910,28,30.27,7.36,202500,-1.69,16.03,7.29,-1.43,2.69,13.74,4.65,3.88,-1.13,107.27
E01003519,35.86,38.98,57.8,82.21,41.92,33130,26.4,33.78,9.2,195000,15.97,20.4,-8.31,-10.58,9.63,8.78,1.15,-2.78,0.2,80.98
E01003520,35.26,29.48,55.22,79.22,30.13,32780,35.5,39.74,9.49,249497.5,10.19,-3.65,0.64,0.14,-9.69,26.54,15.64,5.9,-3.66,176.45
E01003521,39,34.88,41.97,71.15,22.35,32930,40.9,40.13,5.61,226750,7.58,-4.09,-17.68,-15.11,-11.62,25.76,18.5,10.79,-8.1,117.25
E01003522,28.05,34.52,51.02,80.24,30.61,32980,32.4,43.68,9.57,190000,7.66,-5.12,-7.08,-5.68,-2.31,23.3,8.75,10.99,-3.62,83.46
E01003523,32.52,52.39,61.02,87.83,41.96,32480,28.1,43.88,10.68,115000,7.62,23.45,-1.02,-0.12,4.66,19.37,10.28,2.34,1.67,15.72
E01003524,36.89,42.49,56.72,79.55,30.19,30530,28.6,44.86,9.95,216000,10.02,6.38,-11.3,-5.16,-10.41,18.69,9.19,3.15,-4.19,123.26
E01003525,32.48,33.38,42.36,84.36,27.58,33130,33.2,43.68,9.14,220000,11.86,1.42,-14.99,-3.19,-4.87,21.67,9.29,10.99,-0.64,104.65
E01003526,27.73,38.81,51.75,88.54,35.25,32150,29.1,40.02,11.81,195000,2.08,5.64,-9.06,5.54,-6.3,19.72,7.79,6.76,-1.71,78.29
E01003527,12.75,49.98,61.31,91.16,28.17,36250,30.6,29.92,8.56,200000,3.28,35.25,-9.63,2.23,3.52,19.36,11.14,-0.32,3.18,93.12
E01003528,14.74,43.4,59.31,85.04,21.35,30980,27.6,48.96,10.89,188500,-0.78,7.09,-4.08,0.1,4.34,29.14,10.31,2.64,-4.07,96.31
E01003529,28.92,20.21,42.41,86.51,29.96,32810,31.2,38.22,9.26,245000,9.72,-8.27,-9.8,6.71,-6.37,21.59,9.77,8.3,-1.35,104.38
E01003530,20,18.86,47.22,81.29,30.01,33250,34.4,33.97,9.46,225000,8.01,-4.18,-5.13,-1.74,-2.99,21.18,14.31,1.29,-0.05,84.07
E01003531,38.67,23.65,44.36,81.46,38.32,32840,33,48.61,7.84,250000,-0.56,-5.16,-14.99,0.78,-4.92,34.06,10.55,5.94,-7.84,108.12
E01003532,23.99,17.87,45.34,84.85,30.97,33720,32.8,41.09,9.06,242000,9.94,-10.27,-2.73,1.52,-4.98,14.17,7.2,3.15,-0.14,92.16
E01003533,34.09,24.18,52.87,86.69,39.75,33130,29.4,40.72,10.03,217500,12.57,-1.95,1.02,5.1,0.09,28.59,9.14,6.52,-4.13,99.44
E01003534,32.79,33.04,49.81,84.37,28.27,32550,28.3,39.07,11.21,221500,14.32,-2.3,-3.21,3.61,-3.99,29.49,10.82,3.78,-1.75,102.17
E01003535,24.49,42.34,65.75,84.33,23.47,29600,18.8,50.33,15.24,182000,3.13,24.37,1.46,0.26,6.04,19.04,5.06,2.93,0.84,94.18
E01003536,21.96,52.98,64.2,90.4,37.35,33040,26.6,35.32,10.1,171500,9.61,33.88,0.55,-2.34,4.65,16.74,7.49,6.89,1.75,82.57
E01003537,18.74,48.45,60.34,87.69,32.24,33820,27.3,33.54,9.41,200000,8.73,34.68,-7.25,-3.5,6.02,14.97,7.62,6.17,1.43,100.85
E01003538,30.82,52.09,59.04,89.76,38.13,31620,25,39.69,12.43,220000,3.64,34.63,-5.5,3.57,0.96,18.01,10.16,1.54,0.49,199.32
E01003539,22.59,55.33,56.87,87.35,35.68,33270,28.2,35.82,9.42,203000,9.95,39.88,-13.14,-4.39,4.32,14.03,9.97,2.64,1.58,86.24
E01003540,36.72,44.21,59.98,88.88,35.49,31110,19.9,48.69,12.3,168500,-0.43,28.44,-6.32,-1.69,6.83,16.86,5.06,-0.64,-1.48,90.4
E01003541,23.42,46.8,57.73,86.32,35.61,33140,24.5,39.35,9.48,191000,8.06,34.92,-6.96,-3.87,4.45,14.47,9.44,12.04,2.8,84.99
E01003542,24.14,50,65.99,88.1,29.31,30920,20.7,42.17,11.57,150500,3.86,33.92,3.48,1.22,6.59,17.5,3.63,-0.37,1.58,63.36
E01003543,39.83,49.34,55.44,82.11,42.62,36390,35,33.74,7.69,258500,10.76,23.36,-4.81,-6.65,4.67,17.56,8.39,-0.72,0.04,164.96
E01003544,36.58,53.37,61.48,82.87,36.66,33430,30.4,32.92,10.93,207000,15.67,18.34,1.9,-5.79,-2.25,10.51,6.05,-1.56,1.89,107.55
E01003545,36.44,50.23,57.96,88.42,41.18,33870,30.5,42.61,9.77,230000,8.33,21.61,9.05,-3.46,-6.94,12.97,3.49,-5.45,-0.68,126.88
E01003546,30.15,50.17,53.98,85.92,42.49,33360,27.1,37.89,12.28,215000,3.63,11.3,-12.69,-1.27,9.47,19.29,4.08,-2.82,1.74,135.94
E01003547,27.6,31.08,67.11,83.75,35.46,38230,40.1,32.42,7.01,280000,6.21,14.58,3.73,-0.36,6.5,18.05,5.23,-1.29,-1.4,117.79
E01003548,37.97,46.43,67.71,82.29,32.56,33550,32.2,34.05,8.34,227750,11.43,17.9,10.26,-6.58,-11.22,10.72,6.66,-2.38,-1.67,135.25
E01003549,15.02,51.74,58.6,87.83,40.94,33210,34.2,42.41,8.05,193000,-5.83,24.84,2.08,0.04,8.95,23.59,9.86,0.37,-3.69,114.25
E01003550,36.54,51.8,65.68,90.59,40.56,34030,33.5,36.72,9.47,132000,3.81,16.29,4.87,-1.05,1.33,20.27,7.63,-1.87,-2.86,68.28
E01003551,38.47,57.82,58.41,82.1,29.47,35110,34.4,45.66,13.76,250000,-7.46,20.06,10.37,-7.93,-11.22,29.14,6.26,-1.4,-1.25,250.27
E01003552,51.1,51.92,59.89,87.33,37.77,34520,29.3,40.65,11.45,249972.5,14.7,14.06,2.66,-1.29,-2.54,22.98,4.67,4.75,-2.68,113.88
E01003553,13.71,49.7,53.94,85.74,31.42,32860,29.5,45.18,11.55,175000,-2.01,17.26,0,-4.06,3.08,16.33,4.13,-4.97,-1.04,84.45
E01003554,26.47,44.18,52.09,83.37,36.02,36390,35.6,34.41,5.97,246250,7.67,11.14,-8.53,-5.62,-6.38,20.57,6.02,-2,-4.87,80.83
E01003555,49.51,38.95,48.42,88.11,34.51,37730,32.1,37.31,8.73,320000,10.01,7.47,-6.77,2.58,-1.28,23.01,6.1,2.04,-2.07,64.63
E01003556,19.77,52.23,58.61,68.89,39.94,31960,26.3,43.44,9.68,115000,-13.44,13.79,10.04,-16.66,1.59,19.74,1.21,-1.95,-3.17,24.41
E01003557,41.74,45.55,48.22,86.86,28.15,33090,31.3,51.13,12.07,287500,-2.68,5.67,1.83,0.31,-14.93,18.68,5.71,4.33,-0.98,216.37
E01003558,62.56,43.08,51.24,83.37,27.31,30900,25.9,45.37,12.35,149500,16.54,6.38,-2.37,3.53,-16.14,20.5,6.47,3.4,-6.05,85.31
E01003559,30.16,44.42,49.94,73.84,33.43,38150,43.7,40.4,6.57,236000,5.48,14.66,-6.49,-13.12,-14.22,24.34,15.36,7.5,-3.15,95.95
E01003560,15.64,26.22,54.54,82.7,30.62,31800,27.2,35.25,8.46,210000,2.92,-5.26,-1.32,-0.22,-1.44,24.97,9.05,-0.23,-4.56,96.15
E01003561,25.6,28.58,51,83.2,28.67,32870,30.6,36.87,9.85,239000,8.16,-1.91,-3.18,-2.52,-3.88,28.79,11.53,3.38,-4.72,131.34
E01003562,35.67,23.74,45.29,80.2,28.61,31790,30.1,35.07,11.18,197500,17.12,-4.21,-6.54,-4.16,-4.4,30.17,12.07,-0.47,-2.17,117.03
E01003563,28.59,31.34,43.69,84.76,27.45,32030,26.7,33.18,12.61,224500,9.76,-4.75,-10.01,-1.77,-2.79,24.95,7.13,1.03,3.53,125.06
E01003564,41.56,26.04,43.31,85.44,30.26,32300,33.6,36.69,7.91,210000,21.92,-1.64,-10.26,4.57,-6.44,33.49,14.09,-3.74,-7.72,115.11
E01003565,36.87,27.11,41.98,79.49,28.32,32200,32.8,38.67,9.89,215000,11.19,-8.94,-15.82,-3.12,-12.28,26.62,10.75,7.98,-3.06,109.12
E01003566,35.8,33.02,51.73,81.33,31.13,31170,30,45.11,9.48,218500,5.5,-2.72,-13.49,-3.04,-4.4,27.12,8.98,9.5,-3.38,85.96
E01003567,46.95,33.46,56.29,82.57,34.37,32170,28,35.34,13.67,169500,14.97,-1.14,-1.18,0.93,-4.66,23.55,10.14,1.8,1.09,85.12
E01003568,29.49,26.33,49.25,84.54,34.83,32300,30,30.23,11.02,244000,6.57,-3.92,-5.81,3.91,-3.37,25.13,12.13,-2.55,-0.62,151.87
E01003569,46.36,26.88,41.74,81.55,25.38,30770,34,42.59,10.66,285000,13.15,-5.45,-11.29,-0.23,-12.59,17.06,12.29,2.49,-3.76,204
E01003570,36.93,36.83,44.81,84.57,30.37,31010,27.8,46.09,11.73,226000,4.33,3.46,-8.55,6.09,-8.76,25.13,9.26,4.31,-2.29,184.29
E01003571,31.47,27.87,43.94,81.17,28.58,31800,31,36.09,10.1,206000,14.33,-2.12,-5.93,-0.1,-1.85,25.2,11.47,3.14,-3.52,98.55
E01003572,40.65,29.11,43.17,79.63,32.94,32910,24.5,40.37,9.97,250000,9.88,-1.3,-14.68,1.36,-5.77,29.37,7.37,-2.01,-8.41,125.86
E01003573,29.62,25.52,44.33,81.88,31.53,31600,29.2,35.24,11.63,214500,6.29,-4.5,-13.92,-2.24,-2.14,24.45,10.47,-1.37,-1.16,107.37
E01003574,48.21,34.8,57.11,85.41,33.47,31690,30.9,34.18,9.06,235500,11.52,-2.38,-2.86,-4.3,-10.36,16.82,10.71,-3.05,-4.14,124.96
E01003575,30.39,46.75,57.78,88.68,35.63,31290,25.3,43.15,11.17,212000,6.29,2.29,-3.46,1.35,-1.05,18.98,4.44,6.42,-0.08,102.87
E01003576,17.18,49.66,56.41,81.07,27.67,29340,24.9,51.72,13.38,120000,-2.37,19.74,2.11,-3.57,2.95,26.26,5.32,3.82,-5.66,34.74
E01003577,10.24,43.76,61.14,81.77,17.68,28730,21.3,53.58,16.62,166250,0.75,12.94,0.95,1.28,6.48,23.83,5.41,5.85,-1.76,103.05
E01003578,46.64,49.84,51.88,74.07,23.39,30850,29.6,46.04,12.8,177000,24.14,4.15,-10.11,-10.02,-14.07,24.95,9.35,8.07,-4.37,111.74
E01003579,32.26,37.78,50.1,86.61,37.32,31450,25,42.75,10.97,240000,7.55,1.74,-13.61,2.05,-5.17,28.94,8,0.8,-3.26,161.22
E01003580,35.67,56.6,59.43,88.05,40.72,30800,23.3,40.71,12.84,200000,7.63,22.38,-6.81,-0.66,3.47,22.78,5.94,-1.07,0.66,122.69
E01003581,25.11,45.68,52.44,84.9,29.94,31190,22.1,42.71,13.04,205000,7.12,1.6,-3.76,1.43,-1.55,20.23,1.43,0.93,0.07,93.28
E01003582,37.59,54.27,64.56,84.73,36.82,31150,24.4,41.84,12.22,183000,4.69,12.31,0.72,-7.49,0.77,27.02,7.28,1.33,-0.12,113.72
E01003583,36.86,52.03,55.76,85.95,29.68,31130,24.9,43.52,15.13,228750,20.27,6.14,-8.14,1.47,-2.54,27.24,9.01,7.75,0.82,152.42
E01003584,32.84,44.3,62.49,88.74,37.21,36330,31.2,33.71,11.37,292500,8.74,15.82,2.48,3.3,-0.29,23.18,5.08,4.55,1.25,150
E01003585,23.83,25.91,46.24,86.83,30.25,30860,25.3,42.97,11.27,220000,7.14,-4.51,-16.74,8.58,-0.73,23.07,6.88,4.46,-0.84,102.42
E01003586,38.12,40.38,54.99,89.43,29.09,32140,29.2,44.28,10.94,205000,11.23,2.76,-3.25,2.67,-6.47,22.09,9.08,1.85,0.01,87.43
E01003587,24.01,48.46,60.98,87.54,37.11,32060,33.4,43.79,9.62,149995,-3.91,7.26,2.34,-0.21,-9,28.96,13.37,-7.36,-4.96,52.57
E01003588,28.07,31.8,51.54,80.89,32.66,30850,27.7,45.53,12.15,218000,6.72,-5.81,-8.34,-2.43,-9.14,28.72,9.88,3.61,-1.46,100.92
E01003589,29.11,35.67,52.82,87.4,27.27,32500,31.4,33.54,11.15,198500,11.23,-4.16,-5.23,1.86,-6.11,23.29,10.04,1.86,-0.56,90.87
E01003590,21.25,45.64,53.88,88.72,42.28,32600,30.1,49.66,12.48,209000,-1.49,17.6,-5.48,-0.38,0.63,24.56,8.36,2.97,3.01,114.08
E01003591,33.44,46.94,63.52,83.31,32.16,29540,31,51.7,12.63,144562.5,-1.22,5.75,3.96,-6.61,-6.13,20.64,13.02,4.2,-1.54,57.56
E01003592,31.39,54.53,54.93,81.36,43.38,31500,27.9,36.25,8.14,201000,4.73,17.55,-5.25,-10.64,2.3,20.92,5.61,4.23,-1.84,118.03
E01003593,29.56,46.37,57.15,87.43,41.5,31150,24.2,43.9,12.79,216500,2.39,16.19,-5.01,-0.43,0.31,18.95,-0.44,-2.84,1.58,128.19
E01003594,39.39,55.91,57.28,89.78,47.47,31930,29,38.64,11.82,203500,12.05,23.08,-9.03,3.66,7.17,23.28,9.97,-8.61,-1.1,95.56
E01003595,30.23,50.21,58.98,86.75,40.2,30380,25.8,37.56,10.57,194250,4.13,23.03,-0.04,-4.04,2.77,16.74,2.94,-3.74,0.32,127.03
E01003596,44.58,48.53,60.89,90.69,40.03,33530,30.3,36.64,9.47,245000,7.12,10.6,-2.75,-1.02,-2.96,30.97,7.77,0.06,-1.75,161.96
E01003597,42.4,40.53,48.55,91.31,36.46,32300,25,33.52,10.91,220000,5.76,4.14,-2.67,0.07,-4.52,29.99,4.65,-3.12,-0.88,208.77
E01003598,17.07,51.41,57.44,84.55,34.18,30580,27.4,44.35,16.1,183500,2.09,23.65,0.48,1.16,21.33,15.8,6.99,-9.6,2.63,132.66
E01003599,35,45.18,59.56,83.18,39.68,29850,26.6,43.8,11.5,141500,7.89,6.2,-5.7,-7.46,6.66,22.54,5.15,-5.67,1.24,51.91
E01003600,17.08,45.37,57.74,88.68,30.02,30840,24,42.84,12.77,135000,-0.57,15.71,-6.41,1.71,9.37,24.51,7.04,-9.02,-2.01,75.92
E01003601,30.82,42.81,64.72,86.77,39.73,32550,22.7,50.63,12.63,226500,3.94,29.29,-12.04,-0.9,5.36,25.96,8.15,0.56,0.55,119.58
E01003602,27.64,48.51,56.97,81.58,38.06,31840,27.4,40.99,10.05,227000,7.53,24.8,-12.83,-9.23,-0.09,15.02,7.12,-1.52,1.08,111.35
E01003603,12.89,51.77,56.93,87.69,30.2,33410,26.7,36.33,10.26,183500,7.61,32.57,-8,-1.54,6.72,11.62,0.75,3.88,4.29,97.08
E01003604,32.49,47.33,57.09,83.11,42.19,32070,24.4,46.73,11.24,163000,8.12,33.55,-14.2,-11.06,1.38,24.47,8.28,-1.56,0.77,87.76
E01003605,34.08,52.46,62.55,82.49,40.67,31240,25.8,43.74,9.94,164000,5.01,18.38,-1.59,-10.18,-0.62,18.39,4.07,0.07,-0.22,77.42
E01003606,32.47,57.11,60.35,87.73,35.99,31870,25.7,43.35,10.37,195000,14.2,25.16,-3.06,-4.28,1.17,14.95,-0.62,1.21,-0.13,109.4
E01003607,33.29,48.88,60.73,84.92,45.65,31980,27.5,42.28,9.65,180000,8.01,17.92,-4.07,-7.44,-2.79,20.19,7.16,-1.1,-1.74,100.14
E01003608,16.76,49.74,62.41,88.48,29.45,34310,29.7,29.38,10.56,195500,7.77,36.12,8.72,-0.74,5.23,14.59,5.14,3.85,4.42,101.29
E01003609,14.01,33.63,60.49,84.45,35.54,37140,38.6,50.72,10.21,242495,-18.13,21.73,0.66,-1.57,3.69,33.67,21.25,-19.51,-2.43,61.36
E01003611,4.73,30.79,55.5,85.03,18.87,32050,26,54.3,13.99,140000,-4.23,15.45,7.75,-4.5,8.92,20.95,5.26,5.11,-2.28,62.32
E01003615,37.92,48.43,58.17,87.57,31.29,33480,30.1,45.32,9.67,237000,8.14,14.86,-8.94,-4.38,-1.46,21.12,5.94,4.61,-0.86,134.36
E01003616,32.53,49.42,55.2,81.96,36.4,33860,33.5,40.35,9.36,242000,2.12,20.39,6.55,-8.7,-6.02,17.1,4.42,1.3,-1.34,156.09
E01003617,6.58,47.11,54.52,76.12,32.25,36110,42.3,48.29,6.65,200000,-6.95,23.18,-16.61,-8.08,14.25,45.41,23.58,-13.58,-8.15,72.27
E01003618,24.41,42.91,50.55,78.98,27.99,36980,42.2,38.45,5.67,228000,11.97,23.2,-0.67,2.39,-14.22,12.75,0.54,5.22,-1.48,81.85
E01003619,11.35,46.45,40.88,74.84,38.35,35710,40.6,52.94,12.29,220500,-2.03,23.52,1.3,-11.22,1.86,21.91,10.89,-6.61,-1.38,98.65
E01003621,17.99,47.33,44.62,83.07,31.71,32860,26.1,38.98,9.84,212500,8.45,7.48,-7.45,-6.23,5.55,18.79,7.27,8.34,-0.09,90.16
